"tweet_id","in_reply_to_status_id","in_reply_to_user_id","timestamp","source","text","retweeted_status_id","retweeted_status_user_id","retweeted_status_timestamp","expanded_urls"
"385839175221907456","","","2013-10-03 18:50:02 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","RT @WhitneyEllen: One of these tweets is not like the others. http://t.co/3GIRJkYi1c","385837648520024064","24540063","2013-10-03 18:43:58 +0000","http://twitter.com/WhitneyEllen/status/385837648520024064/photo/1,http://twitter.com/WhitneyEllen/status/385837648520024064/photo/1"
"385834960340680704","","","2013-10-03 18:33:17 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","ok does anyone know what's going on at the capitol? freaking out over here. can't find any information.","","","",""
"385834280980840448","385833328911597568","17763819","2013-10-03 18:30:35 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","@KianpourWorld @BBCNewsUS  omg what's going on?? stay safe!!","","","",""
"385819855385288704","","","2013-10-03 17:33:16 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","""your grievances are hugely legitimate, but talk to the syrians.""","","","",""
"385720083831472128","","","2013-10-03 10:56:48 +0000","<a href=""http://www.ajaymatharu.com/"" rel=""nofollow"">Tweet Old Post</a>","hey, remember this?: calm down about taylor swift's love life http://t.co/tEb8XMbp5H #thatgirlmag #flashback","","","","http://is.gd/kwSE6v"
"385634819834929152","","","2013-10-03 05:18:00 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","""You can put washi tape on SO many unemployed workers."" campaign strategy by andrew","","","",""
"385632775879278592","385622088993624065","34796383","2013-10-03 05:09:53 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","@itsemmaelise kickass indeed, i'm sure haha - that sounds fun! what does it entail?","","","",""
"385620926416814080","385619777873399808","34796383","2013-10-03 04:22:48 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","@itsemmaelise whoa! did you win a giveaway??","","","",""
"385569856487055360","385564386405785601","1350645907","2013-10-03 00:59:51 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","@WillowMoonsays thanks heather!","","","",""
"385569832734703616","","","2013-10-03 00:59:46 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","RT @WillowMoonsays: Again, my brilliant lil cuz...READ THIS!!  Make ""Revenge Porn"" Illegal | Brown Political Review http://t.co/Awa00UCTIg","385564386405785601","1350645907","2013-10-03 00:38:07 +0000","http://www.brownpoliticalreview.org/2013/10/make-revenge-porn-illegal-already/,http://www.brownpoliticalreview.org/2013/10/make-revenge-porn-illegal-already/"
"385549654131089410","","","2013-10-02 23:39:35 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","""Nietzche would be the worst partner, between the syphilis and the nihilism"" #overheardatpost","","","",""
"385501353717796864","385497260454199296","361712927","2013-10-02 20:27:39 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","@asheradams hahaha understood. good. good answer. #relieved","","","",""
"385501119541039104","","","2013-10-02 20:26:43 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","RT @BarackObama: Retweet if you want this #shutdown to end.","385495520187146240","813286","2013-10-02 20:04:28 +0000",""
"385500943917150208","385496125450354688","263948521","2013-10-02 20:26:01 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","@Chelsea_Fagan #28. Their parents, probably. #29. Their hobbies. #30. Their old favorite teacher from high school with whom they still email","","","",""
"385495212883451904","385483277680656384","361712927","2013-10-02 20:03:15 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","@asheradams that was a very unclear tweet adam asher jeeez","","","",""
"385495147284541440","385483277680656384","361712927","2013-10-02 20:02:59 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","@asheradams should I listen right now because it's so good? Or do you mean I should listen right now FOR THE LAST TIME and then NEVER AGAIN?","","","",""
"385418061097881600","","","2013-10-02 14:56:41 +0000","<a href=""http://www.ajaymatharu.com/"" rel=""nofollow"">Tweet Old Post</a>","hey, remember this?: 5 reasons to get your boobs measured http://t.co/yrsV781mFc #thatgirlmag #flashback","","","","http://is.gd/DCrTXq"
"385273299682725888","","","2013-10-02 05:21:27 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","""I'm not making a value judgment, it's just abnormal. and bad.""","","","",""
"385210119199674368","","","2013-10-02 01:10:23 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","""Well that's nice of that pimp to buy those prostitutes tea."" Ken has some STORIES from living in vegas","","","",""
"385196108336881664","","","2013-10-02 00:14:43 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""I know your penchant for Biden videos. It's about time you found a clean one.""","","","",""
"385115973163810816","","","2013-10-01 18:56:17 +0000","<a href=""http://www.ajaymatharu.com/"" rel=""nofollow"">Tweet Old Post</a>","hey, remember this?: fifty reasons high school sucks http://t.co/klmCnSKQYd #thatgirlmag #flashback","","","","http://is.gd/AMSi0L"
"385104408704745472","","","2013-10-01 18:10:20 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","quite proud of this blog post: HOW TO LOSE THE FRESHMAN FIFTEEN http://t.co/3TXwZlU8na (don't worry i'm not serious) (jesus no) (lolz)","","","","http://www.thatgirlmag.com/lose-the-freshman-fifteen/"
"385100783181918208","385100496953819137","778770","2013-10-01 17:55:56 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","@indraneel24 THIS IS LITERALLY THE STORY OF MY FUCKING LIFE","","","",""
"385100745831612416","","","2013-10-01 17:55:47 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","RT @indraneel24: never before has something reached the core of my being so perfectly http://t.co/BgcDBm2agK","385100496953819137","778770","2013-10-01 17:54:47 +0000","http://xkcd.com/1271/,http://xkcd.com/1271/"
"385100142007054336","","","2013-10-01 17:53:23 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","""And YOU will have to pick up the pieces because YOU'RE DATING ME NOW. Sucks to suck!!"" #love #reallythough #thiskid","","","",""
"385097934376693761","","","2013-10-01 17:44:36 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","i don't feel like i'm accomplishing ANYTHING right now but i totally am, right? I think? maybe?","","","",""
"385097681699229698","","","2013-10-01 17:43:36 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","""I am willing to inconvenience myself on your behalf. You know, mildly."" #love","","","",""
"385094653130702848","","","2013-10-01 17:31:34 +0000","<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>","These brushes are fantastic! Looking good :) #RTGirlsNightIn http://t.co/bH9SqHP8nt","","","","http://klout.com/brand/klout/host-a-girls-night-in-with-real-techniques?n=tw&v=perks_feedback_submit&i=763261"
"385086066350624768","","","2013-10-01 16:57:27 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","I'LL SEND ALL THE NAKED PHOTOS I WANT. (make revenge porn illegal now!) (read this thing I wrote!)
http://t.co/juvBKSd7rV","","","","http://www.brownpoliticalreview.org/2013/10/make-revenge-porn-illegal-already/"
"384925932655755264","","","2013-10-01 06:21:08 +0000","<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","new post! how to lose the #freshman fifteen http://t.co/JuQhrBpRl4 #doyou #girlpower #attractiveness #body #burrito","","","","http://goo.gl/fb/ZBKJw"
"384886676272984064","","","2013-10-01 03:45:09 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","""I have a really bad love of him."" - erika, on louis ck","","","",""
"384883321383055360","","","2013-10-01 03:31:49 +0000","web","RT @Naomi_ML: I think @teen has the right idea. ""The Miley train shows no sign of stopping. So we’re getting off."" http://t.co/jDtbCgrcmd","384871195398508544","44973279","2013-10-01 02:43:38 +0000","http://www.teen.com/2013/09/27/celebrities/miley-cyrus-mute/,http://www.teen.com/2013/09/27/celebrities/miley-cyrus-mute/"
"384849699892916224","","","2013-10-01 01:18:13 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","""You know monosyllabic stuff.""","","","",""
"384845934284505088","","","2013-10-01 01:03:15 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","oh hey #blogtrends! i'll be in and out but I'm clara from http://t.co/diwfeXsvJH!","","","","http://thatgirlmag.com"
"384813853214662656","","","2013-09-30 22:55:46 +0000","<a href=""http://www.ajaymatharu.com/"" rel=""nofollow"">Tweet Old Post</a>","hey, remember this?: six social conventions that do not apply in college http://t.co/jbgAU3WceX #thatgirlmag #flashback","","","","http://is.gd/D66LBr"
"384787399911694336","","","2013-09-30 21:10:39 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @TheOnion: If you die in the shutdown, you die for real | What a government shutdown means for you: http://t.co/aHWM239jmj","384786100331368448","14075928","2013-09-30 21:05:29 +0000","http://onion.com/18H1DqT,http://onion.com/18H1DqT"
"384511522061295617","","","2013-09-30 02:54:25 +0000","<a href=""http://www.ajaymatharu.com/"" rel=""nofollow"">Tweet Old Post</a>","hey, remember this?: anatomy of a friendcrush http://t.co/IpeI4SWLkw #thatgirlmag #flashback","","","","http://is.gd/fgjXmB"
"384463740777033728","","","2013-09-29 23:44:33 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","""My theory for the end of Breaking Bad: there was never an island"" ben raises his eyebrows suggestively #overheardatpost","","","",""
"384455853027627009","","","2013-09-29 23:13:12 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","POST- magazine: Possibly the Opposite of a Sports Team #bestacronymever","","","",""
"384427138163965953","","","2013-09-29 21:19:06 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","""Isn't it against like, your ethics to be writing things that will be printed on pieces of paper?""","","","",""
"384209523407208448","","","2013-09-29 06:54:23 +0000","<a href=""http://www.ajaymatharu.com/"" rel=""nofollow"">Tweet Old Post</a>","hey, remember this?: some lists about twitter parties http://t.co/1P54MrkpQY #thatgirlmag #flashback","","","","http://is.gd/bXjiCC"
"384167425518080000","","","2013-09-29 04:07:06 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I feel so college right now.","","","",""
"384165905837871104","","","2013-09-29 04:01:04 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""I can hold your hand wherever the fuck I want.""","","","",""
"384162159133220864","","","2013-09-29 03:46:10 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""Let's role play that we're consenting adults.""","","","",""
"384152608518447104","","","2013-09-29 03:08:13 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""My penis grew three sizes that day.""","","","",""
"384151767262695424","","","2013-09-29 03:04:53 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""I wanna see how you guys ELATE.""","","","",""
"384151600417484800","","","2013-09-29 03:04:13 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""When we said fuck the patriarchy we didn't mean it literally.""","","","",""
"384145674503479296","","","2013-09-29 02:40:40 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @mayaella15: oh i don't love you, but i always will.","384141436762853376","24053926","2013-09-29 02:23:50 +0000",""
"384139809968881664","","","2013-09-29 02:17:22 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""Oh my god you NEED to start that punk band.""","","","",""
"384139604397682688","","","2013-09-29 02:16:33 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mutual followers on twitter = fellows. It makes so much sense!! Like ""I follow her she follows me we are fellows""","","","",""
"384133762805932032","384121206128902144","16437633","2013-09-29 01:53:20 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@partypants are you serious? I REALLY WILL IF YOURE SERIOUS","","","",""
"384132708307578880","","","2013-09-29 01:49:09 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""Producing a hit reality show in our basement would be pretty weird,"" ""nah man, that would be cool.""","","","",""
"384130309195067392","","","2013-09-29 01:39:37 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""Back to the penguin at hand""","","","",""
"384125386533396481","384120547753603072","18807749","2013-09-29 01:20:03 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@tylerkingkade http://t.co/RcLKxq7cOI enjoy. Seriously. It's the greatest.","","","","http://www.theonion.com/articles/12-shocking-table-corners-we-wish-we-could-unsee,32188/"
"384110294689415168","","","2013-09-29 00:20:05 +0000","<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","#nails for autumn! http://t.co/zFQWs56sdh","","","","http://instagram.com/p/e0u94vmiEe/"
"384095241353326592","384086930691866624","18807749","2013-09-28 23:20:16 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@tylerkingkade oh my god @theonion's slideshows are perfect. Have you seen the table corners??","","","",""
"384095066132062209","","","2013-09-28 23:19:34 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @tylerkingkade: 10 Photos That Will Make You Angry Because You Are A Strange Person Who Gets Upset At Pictures Of Wallets http://t.co/v9…","384086930691866624","18807749","2013-09-28 22:47:14 +0000","http://onion.com/15yskzu"
"384062933413556225","","","2013-09-28 21:11:53 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","RT @shelbyfero: I'm dressing up as sexy class disparity for Halloween","384056720248430592","35097545","2013-09-28 20:47:12 +0000",""
"384044754171727872","383849672009187328","91464279","2013-09-28 19:59:39 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","@modernette have you hit the GRANDMAPOCALYPSE?","","","",""
"384044462130753536","384043138689814528","1172031290","2013-09-28 19:58:29 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","@TwoThirdsHazel Oohhhh okay phew. #gmailappforever #nothingchanged","","","",""
"384042349397303296","384042045826170880","1172031290","2013-09-28 19:50:05 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","@TwoThirdsHazel deleting what? how does this work? #iOS7 #iOSconfused","","","",""
"384042225799536640","384041940636807168","16437633","2013-09-28 19:49:36 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","@partypants oh man, I've been wasting time! *off to make a kickstarter a big trip to whole foods*","","","",""
"384041675657465857","384041411470831616","16437633","2013-09-28 19:47:25 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","@partypants can bloggers do that? I'm a blogger. could I just kickstarter all my expenses forever?","","","",""
"384041518484320256","384039760706433024","263948521","2013-09-28 19:46:47 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","@Chelsea_Fagan OMG CONGRATS SO COOL","","","",""
"384010921720692736","","","2013-09-28 17:45:12 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","RT @BrownWubappella: WE HAVE WUBLETS! Congratulations to our newest members!  We'll be premiering them soon... Get excited.","384008460524081152","1355572974","2013-09-28 17:35:26 +0000",""
"384010563069550592","384007228560531457","33195368","2013-09-28 17:43:47 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","@HarperYi haha well then she REALLY won't","","","",""
"384010213323333632","","25544125","2013-09-28 17:42:24 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","@msemilymccombs I love getting slutty on halloween. What else is it for?? (answer: candy. which I also love)","","","",""
"384003954264129536","","","2013-09-28 17:17:31 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","RT @Post_Brown: Allison Morgan explains the troubles of living in a world with lead paint in this week's Qwerty ""Bane in the Pane"" http://t…","383988618324226048","271245833","2013-09-28 16:16:35 +0000","http://post.browndailyherald.com/2013/09/25/bane-in-the-pane/"
"383907494075969537","","","2013-09-28 10:54:13 +0000","<a href=""http://www.ajaymatharu.com/"" rel=""nofollow"">Tweet Old Post</a>","hey, remember this?: how you know you're getting serious http://t.co/xBTRFfYDKF #thatgirlmag #flashback","","","","http://is.gd/a3uZQF"
"383833696308326400","383833453004738560","91464279","2013-09-28 06:00:59 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@modernette it's frighteningly satisfying. It shouldn't feel as good as it does to make millions of cookies.","","","",""
"383833296524017664","383829228640161793","91464279","2013-09-28 05:59:23 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@modernette  I AM FUCKING OBSESSSED.","","","",""
"383829982927413248","","","2013-09-28 05:46:13 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""Did you just threaten to twerk on Scott?""","","","",""
"383828642578829312","","","2013-09-28 05:40:54 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""Fight club! Fight club ! What did I suggest tonight dude??""","","","",""
"383828551902199809","","","2013-09-28 05:40:32 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""Just because you didn't get my testicles, it doesn't mean you have to kill your self.""","","","",""
"383826616839053312","","","2013-09-28 05:32:51 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""That's not a cop car that's Saferide.""","","","",""
"383810318843273216","","","2013-09-28 04:28:05 +0000","<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","One of those nights... http://t.co/gnvrOfpjTj","","","","http://instagram.com/p/eymkN8miL4/"
"383788322151477248","383606111154487296","33195368","2013-09-28 03:00:41 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@HarperYi but she won't ask YOU about your drunk tweets at family dinner","","","",""
"383787333369487360","","","2013-09-28 02:56:45 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""Are you sure your mom likes me? I talked about vodka. I was trying to get on her good side, and my first thought was VODKA.""","","","",""
"383751610306166784","","","2013-09-28 00:34:48 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""I wondered why she was limping. And why she seemed so aroused...""","","","",""
"383751342583713793","","","2013-09-28 00:33:44 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""When you two get married can you adopt me?"" -ken","","","",""
"383690221671706624","","","2013-09-27 20:30:52 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @HuffPostCollege: ""I slept around because sex didn't feel like a big deal"" http://t.co/EAVTyqvlMj","383689014739738624","101896529","2013-09-27 20:26:04 +0000","http://huff.to/16QblDy,http://huff.to/16QblDy"
"383689303093956608","","","2013-09-27 20:27:13 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""Oh my god you recorded that?"" #overheardatwubappella #everyday","","","",""
"383687645911867392","","","2013-09-27 20:20:38 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Teen_Grandpa: I like using @Tinder while I poop. I know I'm not the only one who does it. Oh god how many people am I flirting with who…","383681761953067008","1912070754","2013-09-27 19:57:15 +0000",""
"383682659706486784","","","2013-09-27 20:00:49 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""We're gonna be air bending today."" #overheardatwubappella","","","",""
"383669020832325633","","","2013-09-27 19:06:37 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Wubappella is having ""callbacks"" lol JUST YOU WAIT WUBLETS","","","",""
"383605464455319553","","","2013-09-27 14:54:04 +0000","<a href=""http://www.ajaymatharu.com/"" rel=""nofollow"">Tweet Old Post</a>","hey, remember this?: what we wore: first date outfits http://t.co/QVisc5Y0HH #thatgirlmag #flashback","","","","http://is.gd/FpL3Jm"
"383460193277067264","383419738862268416","263948521","2013-09-27 05:16:49 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@Chelsea_Fagan ugh yesterday I went through and ""listened"" to 16 voicemails from like, July. From my PARENTS mostly.","","","",""
"383452466614108160","","","2013-09-27 04:46:06 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Chelsea_Fagan: don't leave me voicemails they stress me out","383419738862268416","263948521","2013-09-27 02:36:04 +0000",""
"383443726863192064","","","2013-09-27 04:11:23 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""He was very moist, as far as professors go."" #thesebeingthewordsofmarcustuliuscicero","","","",""
"383414988435914752","383414863894421504","355276466","2013-09-27 02:17:11 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","@__KingKai__ haha that was forever ago. I don't know what's going on now - jimmy kimmel something something idk I'm not paying attention","","","",""
"383414665147338752","","","2013-09-27 02:15:54 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","""It's probably in our best interest that if one of us thinks of a way to take a step fwd in the near future, we just keep that to ourselves""","","","",""
"383411191072452608","383410986033881088","253731513","2013-09-27 02:02:06 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","@mirenzish Looking good! Pretty!! @essie @urbandecay #naillove","","","",""
"383334696408453122","","","2013-09-26 20:58:08 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","RT @cerothstein: Thank you @BuzzFeed &amp; @xomaycie for posting the new #Fat video I made with @sk_kira! http://t.co/1OBAZsronx #edrecovery #B…","383334498621857792","74455893","2013-09-26 20:57:21 +0000","http://www.buzzfeed.com/maycie/powerful-video-of-a-poet-owning-her-eating-disorder,http://www.buzzfeed.com/maycie/powerful-video-of-a-poet-owning-her-eating-disorder"
"383333753755807744","","","2013-09-26 20:54:23 +0000","<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","new post! “keep the government out of my #vagina” says right wing group(?!) http://t.co/XimYFEGthb #letstalkpolitics","","","","http://goo.gl/fb/q2yEV"
"383329422817779712","383324932395896832","475399977","2013-09-26 20:37:10 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","@xoMiaMoore this is perfect! thanks! :)","","","",""
"383329331067355136","","","2013-09-26 20:36:49 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","RT @xoMiaMoore: @clarabellum sugar and olive oil, plus essential oil if you want.  I don't follow a recipe anymore, add oil til the texture…","383324932395896832","475399977","2013-09-26 20:19:20 +0000",""
"383320695805329408","","","2013-09-26 20:02:30 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @weatherchannel: Oops...you misspelled ""baller."" RT @larissat18: I'm sitting here drinking coffee and watching the weather channel...I f…","383208761181356032","20998647","2013-09-26 12:37:43 +0000",""
"383320445908713472","","","2013-09-26 20:01:30 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Anyone have a good recipe for a homemade sugar scrub? For lips?","","","",""
"383320219294654464","383308722509848576","41677086","2013-09-26 20:00:36 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@abbytaylor13 if you're not having a good day you should go to http://t.co/LGOxcUhsD6","","","","http://howtohaveagoodday.tumblr.com"
"383317544607965184","","","2013-09-26 19:49:58 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""Clara, you have never tried to make a situation better and succeeded.""","","","",""
"383312801093419008","","","2013-09-26 19:31:08 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""I thought to myself, 'what can't wind do?'""","","","",""
